Event ID,Distance Rup (km),Source Rotation Azimuth (degrees),Site-To-Source Path Azimuth (degrees),ln(3.0s RotD50)
19204,20.0,0.0,0.0,-1.9159447
19204,20.0,0.0,20.0,-2.0296412
19204,20.0,0.0,40.0,-2.1418352
19204,20.0,0.0,60.0,-2.1143994
19204,20.0,0.0,80.0,-2.3195684
19204,20.0,0.0,100.0,-1.9903702
19204,20.0,0.0,120.0,-2.4159935
19204,20.0,0.0,140.0,-2.2464116
19204,20.0,0.0,160.0,-2.1115232
19204,20.0,0.0,180.0,-2.143322
19204,20.0,0.0,200.0,-2.3042424
19204,20.0,0.0,220.0,-2.5333717
19204,20.0,0.0,240.0,-2.5977309
19204,20.0,0.0,260.0,-2.5590901
19204,20.0,0.0,280.0,-2.4882207
19204,20.0,0.0,300.0,-2.3114426
19204,20.0,0.0,320.0,-1.9506451
19204,20.0,0.0,340.0,-1.7205361
19204,20.0,20.0,0.0,-1.9690263
19204,20.0,20.0,20.0,-2.0520742
19204,20.0,20.0,40.0,-1.8674488
19204,20.0,20.0,60.0,-2.450562
19204,20.0,20.0,80.0,-2.2624807
19204,20.0,20.0,100.0,-1.8036275
19204,20.0,20.0,120.0,-2.6448839
19204,20.0,20.0,140.0,-2.5552683
19204,20.0,20.0,160.0,-2.3390968
19204,20.0,20.0,180.0,-2.2808638
19204,20.0,20.0,200.0,-2.520795
19204,20.0,20.0,220.0,-2.8888838
19204,20.0,20.0,240.0,-3.0975523
19204,20.0,20.0,260.0,-3.0741208
19204,20.0,20.0,280.0,-2.8008487
19204,20.0,20.0,300.0,-2.3164086
19204,20.0,20.0,320.0,-2.195135
19204,20.0,20.0,340.0,-2.1889968
19204,20.0,40.0,0.0,-1.4860095
19204,20.0,40.0,20.0,-1.4824996
19204,20.0,40.0,40.0,-1.5537263
19204,20.0,40.0,60.0,-1.6162271
19204,20.0,40.0,80.0,-1.6724879
19204,20.0,40.0,100.0,-1.9496083
19204,20.0,40.0,120.0,-2.0022552
19204,20.0,40.0,140.0,-1.5041338
19204,20.0,40.0,160.0,-1.6978939
19204,20.0,40.0,180.0,-1.7386947
19204,20.0,40.0,200.0,-1.8066987
19204,20.0,40.0,220.0,-1.8663771
19204,20.0,40.0,240.0,-1.9034597
19204,20.0,40.0,260.0,-2.0249543
19204,20.0,40.0,280.0,-2.227444
19204,20.0,40.0,300.0,-2.206913
19204,20.0,40.0,320.0,-2.3357732
19204,20.0,40.0,340.0,-1.9846005
19204,20.0,60.0,0.0,-1.1545041
19204,20.0,60.0,20.0,-1.1828413
19204,20.0,60.0,40.0,-1.2620189
19204,20.0,60.0,60.0,-1.4805582
19204,20.0,60.0,80.0,-1.6609654
19204,20.0,60.0,100.0,-1.54893
19204,20.0,60.0,120.0,-1.4539602
19204,20.0,60.0,140.0,-1.6455054
19204,20.0,60.0,160.0,-1.8407155
19204,20.0,60.0,180.0,-2.052233
19204,20.0,60.0,200.0,-2.1519523
19204,20.0,60.0,220.0,-2.0428169
19204,20.0,60.0,240.0,-2.007509
19204,20.0,60.0,260.0,-1.9867038
19204,20.0,60.0,280.0,-1.8059235
19204,20.0,60.0,300.0,-1.7662477
19204,20.0,60.0,320.0,-1.7708527
19204,20.0,60.0,340.0,-1.588024
19204,20.0,80.0,0.0,-1.9715079
19204,20.0,80.0,20.0,-2.0196993
19204,20.0,80.0,40.0,-2.1552722
19204,20.0,80.0,60.0,-2.290773
19204,20.0,80.0,80.0,-2.2955203
19204,20.0,80.0,100.0,-2.2811553
19204,20.0,80.0,120.0,-2.008805
19204,20.0,80.0,140.0,-1.7746274
19204,20.0,80.0,160.0,-1.7309585
19204,20.0,80.0,180.0,-1.9111843
19204,20.0,80.0,200.0,-2.067463
19204,20.0,80.0,220.0,-2.142908
19204,20.0,80.0,240.0,-2.2236211
19204,20.0,80.0,260.0,-2.231335
19204,20.0,80.0,280.0,-2.1337655
19204,20.0,80.0,300.0,-2.1340454
19204,20.0,80.0,320.0,-2.1515427
19204,20.0,80.0,340.0,-1.9143466
19204,20.0,100.0,0.0,-1.6549664
19204,20.0,100.0,20.0,-1.5270803
19204,20.0,100.0,40.0,-1.7076601
19204,20.0,100.0,60.0,-1.9033961
19204,20.0,100.0,80.0,-1.826901
19204,20.0,100.0,100.0,-1.5809903
19204,20.0,100.0,120.0,-1.7234259
19204,20.0,100.0,140.0,-2.1658804
19204,20.0,100.0,160.0,-2.0440795
19204,20.0,100.0,180.0,-1.95517
19204,20.0,100.0,200.0,-2.004694
19204,20.0,100.0,220.0,-2.0769362
19204,20.0,100.0,240.0,-2.1432037
19204,20.0,100.0,260.0,-2.3203168
19204,20.0,100.0,280.0,-2.3073227
19204,20.0,100.0,300.0,-2.0013309
19204,20.0,100.0,320.0,-1.7245985
19204,20.0,100.0,340.0,-1.8022801
19204,20.0,120.0,0.0,-1.6119332
19204,20.0,120.0,20.0,-1.7063129
19204,20.0,120.0,40.0,-2.0658033
19204,20.0,120.0,60.0,-2.3025188
19204,20.0,120.0,80.0,-1.5780654
19204,20.0,120.0,100.0,-2.081603
19204,20.0,120.0,120.0,-2.4232554
19204,20.0,120.0,140.0,-2.019749
19204,20.0,120.0,160.0,-1.53052
19204,20.0,120.0,180.0,-1.7441739
