Event ID,Distance Rup (km),Source Rotation Azimuth (degrees),Site-To-Source Path Azimuth (degrees),ln(3.0s RotD50)
43695,20.0,0.0,0.0,-3.9702823
43695,20.0,0.0,20.0,-4.1804624
43695,20.0,0.0,40.0,-4.0302563
43695,20.0,0.0,60.0,-3.4520729
43695,20.0,0.0,80.0,-3.1311846
43695,20.0,0.0,100.0,-2.93284
43695,20.0,0.0,120.0,-3.7952967
43695,20.0,0.0,140.0,-4.0168734
43695,20.0,0.0,160.0,-3.8988483
43695,20.0,0.0,180.0,-3.9792848
43695,20.0,0.0,200.0,-4.046604
43695,20.0,0.0,220.0,-4.0798335
43695,20.0,0.0,240.0,-3.819776
43695,20.0,0.0,260.0,-3.8461113
43695,20.0,0.0,280.0,-3.7874405
43695,20.0,0.0,300.0,-3.9739938
43695,20.0,0.0,320.0,-3.7586522
43695,20.0,0.0,340.0,-4.044642
43695,20.0,20.0,0.0,-3.898743
43695,20.0,20.0,20.0,-3.930582
43695,20.0,20.0,40.0,-3.7130558
43695,20.0,20.0,60.0,-3.7809634
43695,20.0,20.0,80.0,-3.7880905
43695,20.0,20.0,100.0,-3.5785656
43695,20.0,20.0,120.0,-3.944047
43695,20.0,20.0,140.0,-3.974124
43695,20.0,20.0,160.0,-3.5768259
43695,20.0,20.0,180.0,-3.6412652
43695,20.0,20.0,200.0,-3.636854
43695,20.0,20.0,220.0,-3.5656767
43695,20.0,20.0,240.0,-3.4886992
43695,20.0,20.0,260.0,-3.367547
43695,20.0,20.0,280.0,-3.406224
43695,20.0,20.0,300.0,-3.3400264
43695,20.0,20.0,320.0,-3.382825
43695,20.0,20.0,340.0,-3.7558138
43695,20.0,40.0,0.0,-3.5362582
43695,20.0,40.0,20.0,-3.6738093
43695,20.0,40.0,40.0,-3.5375295
43695,20.0,40.0,60.0,-3.6387954
43695,20.0,40.0,80.0,-3.7608886
43695,20.0,40.0,100.0,-3.5575938
43695,20.0,40.0,120.0,-3.624971
43695,20.0,40.0,140.0,-3.7488747
43695,20.0,40.0,160.0,-3.4628696
43695,20.0,40.0,180.0,-3.3283138
43695,20.0,40.0,200.0,-3.3339744
43695,20.0,40.0,220.0,-3.2598486
43695,20.0,40.0,240.0,-2.994607
43695,20.0,40.0,260.0,-3.0424109
43695,20.0,40.0,280.0,-3.1101289
43695,20.0,40.0,300.0,-3.0534885
43695,20.0,40.0,320.0,-3.1525187
43695,20.0,40.0,340.0,-3.281602
43695,20.0,60.0,0.0,-3.350163
43695,20.0,60.0,20.0,-3.2791073
43695,20.0,60.0,40.0,-3.2470896
43695,20.0,60.0,60.0,-3.3050783
43695,20.0,60.0,80.0,-3.4717126
43695,20.0,60.0,100.0,-3.3555062
43695,20.0,60.0,120.0,-3.464235
43695,20.0,60.0,140.0,-3.3629212
43695,20.0,60.0,160.0,-3.3256135
43695,20.0,60.0,180.0,-3.1537173
43695,20.0,60.0,200.0,-2.9554257
43695,20.0,60.0,220.0,-3.1059396
43695,20.0,60.0,240.0,-3.001761
43695,20.0,60.0,260.0,-3.0012143
43695,20.0,60.0,280.0,-2.9398322
43695,20.0,60.0,300.0,-3.0654273
43695,20.0,60.0,320.0,-3.1749911
43695,20.0,60.0,340.0,-3.2055697
