Event ID,Distance Rup (km),Source Rotation Azimuth (degrees),Site-To-Source Path Azimuth (degrees),ln(3.0s RotD50)
34365,20.0,0.0,0.0,-2.3498182
34365,20.0,0.0,20.0,-2.7319894
34365,20.0,0.0,40.0,-2.5796618
34365,20.0,0.0,60.0,-2.9966009
34365,20.0,0.0,80.0,-3.2782786
34365,20.0,0.0,100.0,-3.1520493
34365,20.0,0.0,120.0,-3.0171888
34365,20.0,0.0,140.0,-2.976487
34365,20.0,0.0,160.0,-2.9617753
34365,20.0,0.0,180.0,-2.9788978
34365,20.0,0.0,200.0,-2.7559917
34365,20.0,0.0,220.0,-2.4128938
34365,20.0,0.0,240.0,-2.7257395
34365,20.0,0.0,260.0,-2.7668252
34365,20.0,0.0,280.0,-3.024436
34365,20.0,0.0,300.0,-2.8047428
34365,20.0,0.0,320.0,-2.5257015
34365,20.0,0.0,340.0,-2.6949484
34365,20.0,20.0,0.0,-2.9436727
34365,20.0,20.0,20.0,-2.8814964
34365,20.0,20.0,40.0,-2.623036
34365,20.0,20.0,60.0,-3.0550966
34365,20.0,20.0,80.0,-3.3940518
34365,20.0,20.0,100.0,-3.2364347
34365,20.0,20.0,120.0,-3.045571
34365,20.0,20.0,140.0,-3.0048423
34365,20.0,20.0,160.0,-3.1828852
34365,20.0,20.0,180.0,-3.2235844
34365,20.0,20.0,200.0,-3.0127614
34365,20.0,20.0,220.0,-2.792366
34365,20.0,20.0,240.0,-2.401276
34365,20.0,20.0,260.0,-2.8101678
34365,20.0,20.0,280.0,-3.1839728
34365,20.0,20.0,300.0,-3.219009
34365,20.0,20.0,320.0,-3.216467
34365,20.0,20.0,340.0,-2.850111
34365,20.0,40.0,0.0,-2.8271906
34365,20.0,40.0,20.0,-3.003105
34365,20.0,40.0,40.0,-2.4655972
34365,20.0,40.0,60.0,-2.7347288
34365,20.0,40.0,80.0,-3.5143685
34365,20.0,40.0,100.0,-3.5484571
34365,20.0,40.0,120.0,-3.3514774
34365,20.0,40.0,140.0,-3.175304
34365,20.0,40.0,160.0,-3.2542152
34365,20.0,40.0,180.0,-2.9056976
34365,20.0,40.0,200.0,-3.0364316
34365,20.0,40.0,220.0,-3.1550257
34365,20.0,40.0,240.0,-2.8512723
34365,20.0,40.0,260.0,-2.900481
34365,20.0,40.0,280.0,-3.323392
34365,20.0,40.0,300.0,-3.122088
34365,20.0,40.0,320.0,-3.1062007
34365,20.0,40.0,340.0,-3.0529194
34365,20.0,60.0,0.0,-2.8233008
34365,20.0,60.0,20.0,-2.7438865
34365,20.0,60.0,40.0,-2.6579018
34365,20.0,60.0,60.0,-3.482849
34365,20.0,60.0,80.0,-3.364879
34365,20.0,60.0,100.0,-3.2692587
34365,20.0,60.0,120.0,-3.366955
34365,20.0,60.0,140.0,-2.6505358
34365,20.0,60.0,160.0,-2.8859382
34365,20.0,60.0,180.0,-2.8116279
34365,20.0,60.0,200.0,-2.73688
34365,20.0,60.0,220.0,-2.7706015
34365,20.0,60.0,240.0,-2.6482377
34365,20.0,60.0,260.0,-2.75486
34365,20.0,60.0,280.0,-2.9897802
34365,20.0,60.0,300.0,-3.0028324
34365,20.0,60.0,320.0,-2.849803
34365,20.0,60.0,340.0,-3.2992275
34365,20.0,80.0,0.0,-2.5122843
34365,20.0,80.0,20.0,-2.6503265
34365,20.0,80.0,40.0,-2.7114892
34365,20.0,80.0,60.0,-2.8165073
34365,20.0,80.0,80.0,-3.1350815
34365,20.0,80.0,100.0,-3.2901022
34365,20.0,80.0,120.0,-3.314706
34365,20.0,80.0,140.0,-2.6976101
34365,20.0,80.0,160.0,-2.7085485
34365,20.0,80.0,180.0,-2.5278738
34365,20.0,80.0,200.0,-2.4599035
