Event ID,Distance Rup (km),Source Rotation Azimuth (degrees),Site-To-Source Path Azimuth (degrees),ln(3.0s RotD50)
34365,20.0,0.0,0.0,-3.0185404
34365,20.0,0.0,20.0,-2.960947
34365,20.0,0.0,40.0,-2.7745976
34365,20.0,0.0,60.0,-3.010976
34365,20.0,0.0,80.0,-2.7824183
34365,20.0,0.0,100.0,-2.5140104
34365,20.0,0.0,120.0,-3.0782914
34365,20.0,0.0,140.0,-3.0789783
34365,20.0,0.0,160.0,-3.2553644
34365,20.0,0.0,180.0,-3.1325634
34365,20.0,0.0,200.0,-2.9515038
34365,20.0,0.0,220.0,-2.6388063
34365,20.0,0.0,240.0,-2.5878599
34365,20.0,0.0,260.0,-3.2860558
34365,20.0,0.0,280.0,-3.1063993
34365,20.0,0.0,300.0,-2.882413
34365,20.0,0.0,320.0,-2.8037627
34365,20.0,0.0,340.0,-2.6009622
34365,20.0,20.0,0.0,-3.2590752
34365,20.0,20.0,20.0,-3.3185759
34365,20.0,20.0,40.0,-2.7689037
34365,20.0,20.0,60.0,-2.8526032
34365,20.0,20.0,80.0,-2.7360508
34365,20.0,20.0,100.0,-2.3765106
34365,20.0,20.0,120.0,-3.0857143
34365,20.0,20.0,140.0,-3.1182635
34365,20.0,20.0,160.0,-3.2328482
34365,20.0,20.0,180.0,-3.3635497
34365,20.0,20.0,200.0,-2.9035342
34365,20.0,20.0,220.0,-2.5863097
34365,20.0,20.0,240.0,-2.365929
34365,20.0,20.0,260.0,-2.852046
34365,20.0,20.0,280.0,-3.0547667
34365,20.0,20.0,300.0,-3.2780926
34365,20.0,20.0,320.0,-3.1922963
34365,20.0,20.0,340.0,-2.874714
34365,20.0,40.0,0.0,-2.8216255
34365,20.0,40.0,20.0,-3.3421733
34365,20.0,40.0,40.0,-3.4447606
34365,20.0,40.0,60.0,-3.2547646
34365,20.0,40.0,80.0,-2.3253927
34365,20.0,40.0,100.0,-2.367592
34365,20.0,40.0,120.0,-3.1946304
34365,20.0,40.0,140.0,-3.4795995
34365,20.0,40.0,160.0,-3.1912487
34365,20.0,40.0,180.0,-3.7183697
34365,20.0,40.0,200.0,-3.0952785
34365,20.0,40.0,220.0,-2.926968
34365,20.0,40.0,240.0,-2.7254474
34365,20.0,40.0,260.0,-2.752783
34365,20.0,40.0,280.0,-2.8707914
34365,20.0,40.0,300.0,-3.1022828
34365,20.0,40.0,320.0,-3.1657887
34365,20.0,40.0,340.0,-3.180232
34365,20.0,60.0,0.0,-2.8129733
34365,20.0,60.0,20.0,-2.9416826
34365,20.0,60.0,40.0,-3.00705
34365,20.0,60.0,60.0,-3.0986655
34365,20.0,60.0,80.0,-2.2231932
34365,20.0,60.0,100.0,-2.2684357
34365,20.0,60.0,120.0,-3.1832392
34365,20.0,60.0,140.0,-3.320551
34365,20.0,60.0,160.0,-3.288036
34365,20.0,60.0,180.0,-3.5167067
34365,20.0,60.0,200.0,-2.8580697
34365,20.0,60.0,220.0,-2.8936234
34365,20.0,60.0,240.0,-2.80071
34365,20.0,60.0,260.0,-2.7853076
34365,20.0,60.0,280.0,-2.902717
34365,20.0,60.0,300.0,-3.0123045
34365,20.0,60.0,320.0,-2.8445842
34365,20.0,60.0,340.0,-2.8027918
34365,20.0,80.0,0.0,-3.164207
34365,20.0,80.0,20.0,-2.9809453
34365,20.0,80.0,40.0,-2.993878
34365,20.0,80.0,60.0,-3.0432103
34365,20.0,80.0,80.0,-3.2421694
34365,20.0,80.0,100.0,-2.4661872
34365,20.0,80.0,120.0,-3.1488376
34365,20.0,80.0,140.0,-3.332301
34365,20.0,80.0,160.0,-2.936091
34365,20.0,80.0,180.0,-3.300324
34365,20.0,80.0,200.0,-2.6688406
34365,20.0,80.0,220.0,-3.0002584
34365,20.0,80.0,240.0,-2.9504964
34365,20.0,80.0,260.0,-3.3899438
34365,20.0,80.0,280.0,-3.1441822
34365,20.0,80.0,300.0,-3.1865292
34365,20.0,80.0,320.0,-2.674666
34365,20.0,80.0,340.0,-2.7041504
34365,20.0,100.0,0.0,-3.3462782
34365,20.0,100.0,20.0,-3.3630693
34365,20.0,100.0,40.0,-3.2966244
34365,20.0,100.0,60.0,-2.8889232
34365,20.0,100.0,80.0,-2.691351
34365,20.0,100.0,100.0,-2.751414
34365,20.0,100.0,120.0,-3.5208032
34365,20.0,100.0,140.0,-3.336194
34365,20.0,100.0,160.0,-3.3128731
34365,20.0,100.0,180.0,-3.1463032
34365,20.0,100.0,200.0,-2.8751988
34365,20.0,100.0,220.0,-2.7406409
34365,20.0,100.0,240.0,-2.5256443
34365,20.0,100.0,260.0,-3.4705992
34365,20.0,100.0,280.0,-3.4739811
34365,20.0,100.0,300.0,-3.7909408
34365,20.0,100.0,320.0,-2.8367364
34365,20.0,100.0,340.0,-2.8053784
34365,20.0,120.0,0.0,-3.5470536
34365,20.0,120.0,20.0,-3.563452
34365,20.0,120.0,40.0,-3.3590438
34365,20.0,120.0,60.0,-2.8563068
34365,20.0,120.0,80.0,-2.797244
34365,20.0,120.0,100.0,-3.5144022
34365,20.0,120.0,120.0,-3.553016
34365,20.0,120.0,140.0,-3.1510735
34365,20.0,120.0,160.0,-3.708144
34365,20.0,120.0,180.0,-3.3301432
34365,20.0,120.0,200.0,-3.1192844
34365,20.0,120.0,220.0,-2.989727
34365,20.0,120.0,240.0,-3.053204
34365,20.0,120.0,260.0,-3.070202
34365,20.0,120.0,280.0,-3.6398373
34365,20.0,120.0,300.0,-3.972804
34365,20.0,120.0,320.0,-3.5541697
34365,20.0,120.0,340.0,-3.094301
34365,20.0,140.0,0.0,-3.775379
34365,20.0,140.0,20.0,-3.9358191
34365,20.0,140.0,40.0,-4.0135474
34365,20.0,140.0,60.0,-3.4018748
34365,20.0,140.0,80.0,-3.1696296
34365,20.0,140.0,100.0,-3.4472682
34365,20.0,140.0,120.0,-3.9021115
34365,20.0,140.0,140.0,-3.7902489
34365,20.0,140.0,160.0,-3.6916008
34365,20.0,140.0,180.0,-3.7839408
34365,20.0,140.0,200.0,-3.864649
34365,20.0,140.0,220.0,-3.6205842
34365,20.0,140.0,240.0,-3.316341
34365,20.0,140.0,260.0,-3.4481492
34365,20.0,140.0,280.0,-3.4354987
34365,20.0,140.0,300.0,-3.6855502
34365,20.0,140.0,320.0,-3.661049
34365,20.0,140.0,340.0,-3.384695
34365,20.0,160.0,0.0,-3.0327005
34365,20.0,160.0,20.0,-3.2811565
34365,20.0,160.0,40.0,-3.6317775
34365,20.0,160.0,60.0,-3.9189162
34365,20.0,160.0,80.0,-3.5456467
34365,20.0,160.0,100.0,-3.2168536
34365,20.0,160.0,120.0,-4.00537
34365,20.0,160.0,140.0,-3.8978388
34365,20.0,160.0,160.0,-4.042479
34365,20.0,160.0,180.0,-3.8268533
34365,20.0,160.0,200.0,-3.757834
34365,20.0,160.0,220.0,-3.735678
34365,20.0,160.0,240.0,-3.1992397
34365,20.0,160.0,260.0,-3.3466082
34365,20.0,160.0,280.0,-3.4638436
34365,20.0,160.0,300.0,-3.5235467
34365,20.0,160.0,320.0,-3.6092181
34365,20.0,160.0,340.0,-3.0280468
34365,20.0,180.0,0.0,-3.0379727
34365,20.0,180.0,20.0,-3.0484967
34365,20.0,180.0,40.0,-3.098626
34365,20.0,180.0,60.0,-3.1414077
34365,20.0,180.0,80.0,-3.4600384
34365,20.0,180.0,100.0,-3.2997234
34365,20.0,180.0,120.0,-3.7412086
34365,20.0,180.0,140.0,-3.440875
34365,20.0,180.0,160.0,-3.6599631
34365,20.0,180.0,180.0,-3.7039402
34365,20.0,180.0,200.0,-3.575454
34365,20.0,180.0,220.0,-3.3718042
34365,20.0,180.0,240.0,-3.4041486
34365,20.0,180.0,260.0,-3.7977579
34365,20.0,180.0,280.0,-3.8235965
34365,20.0,180.0,300.0,-3.7920287
34365,20.0,180.0,320.0,-3.5125065
34365,20.0,180.0,340.0,-3.0393786
34365,20.0,200.0,0.0,-3.8414493
34365,20.0,200.0,20.0,-3.6891615
34365,20.0,200.0,40.0,-3.355024
34365,20.0,200.0,60.0,-3.0751562
34365,20.0,200.0,80.0,-3.417718
34365,20.0,200.0,100.0,-3.3524394
34365,20.0,200.0,120.0,-3.9570138
34365,20.0,200.0,140.0,-3.7370994
34365,20.0,200.0,160.0,-3.6012366
34365,20.0,200.0,180.0,-3.73648
34365,20.0,200.0,200.0,-3.7615938
34365,20.0,200.0,220.0,-3.6055386
34365,20.0,200.0,240.0,-3.169875
34365,20.0,200.0,260.0,-3.8625116
34365,20.0,200.0,280.0,-3.9043658
34365,20.0,200.0,300.0,-3.9971893
34365,20.0,200.0,320.0,-3.8772223
34365,20.0,200.0,340.0,-3.1176274
34365,20.0,220.0,0.0,-3.4904273
34365,20.0,220.0,20.0,-3.874126
34365,20.0,220.0,40.0,-3.745372
34365,20.0,220.0,60.0,-3.7871435
34365,20.0,220.0,80.0,-3.1219475
34365,20.0,220.0,100.0,-3.221379
34365,20.0,220.0,120.0,-3.5420468
34365,20.0,220.0,140.0,-3.6027434
34365,20.0,220.0,160.0,-3.7330537
34365,20.0,220.0,180.0,-3.7824943
34365,20.0,220.0,200.0,-4.217248
34365,20.0,220.0,220.0,-3.5126865
34365,20.0,220.0,240.0,-3.4774637
34365,20.0,220.0,260.0,-3.5310874
34365,20.0,220.0,280.0,-3.404332
34365,20.0,220.0,300.0,-3.6529713
34365,20.0,220.0,320.0,-4.047833
34365,20.0,220.0,340.0,-3.4959803
34365,20.0,240.0,0.0,-3.052897
34365,20.0,240.0,20.0,-3.6018202
34365,20.0,240.0,40.0,-3.570203
34365,20.0,240.0,60.0,-3.6430295
34365,20.0,240.0,80.0,-3.122198
34365,20.0,240.0,100.0,-2.86402
34365,20.0,240.0,120.0,-3.3874888
34365,20.0,240.0,140.0,-3.3713596
34365,20.0,240.0,160.0,-3.5147674
34365,20.0,240.0,180.0,-3.4065702
34365,20.0,240.0,200.0,-3.7455938
34365,20.0,240.0,220.0,-3.4226208
34365,20.0,240.0,240.0,-3.4861462
34365,20.0,240.0,260.0,-3.2266142
34365,20.0,240.0,280.0,-2.9335175
34365,20.0,240.0,300.0,-3.3535178
34365,20.0,240.0,320.0,-3.4066904
34365,20.0,240.0,340.0,-2.9687552
34365,20.0,260.0,0.0,-2.5931132
34365,20.0,260.0,20.0,-3.3383896
34365,20.0,260.0,40.0,-3.358553
34365,20.0,260.0,60.0,-3.34455
34365,20.0,260.0,80.0,-3.3907297
34365,20.0,260.0,100.0,-3.0107377
34365,20.0,260.0,120.0,-3.3258843
34365,20.0,260.0,140.0,-3.2451978
34365,20.0,260.0,160.0,-3.047047
34365,20.0,260.0,180.0,-3.221726
34365,20.0,260.0,200.0,-2.998018
34365,20.0,260.0,220.0,-3.0832033
34365,20.0,260.0,240.0,-3.1766818
34365,20.0,260.0,260.0,-3.5181894
34365,20.0,260.0,280.0,-3.091764
34365,20.0,260.0,300.0,-2.951515
34365,20.0,260.0,320.0,-3.119192
34365,20.0,260.0,340.0,-2.6992342
34365,20.0,280.0,0.0,-2.740478
34365,20.0,280.0,20.0,-2.9869723
34365,20.0,280.0,40.0,-2.9909554
34365,20.0,280.0,60.0,-3.2486002
34365,20.0,280.0,80.0,-3.4986002
34365,20.0,280.0,100.0,-2.8295906
34365,20.0,280.0,120.0,-3.5392337
34365,20.0,280.0,140.0,-3.169309
34365,20.0,280.0,160.0,-2.9837706
34365,20.0,280.0,180.0,-2.9260576
34365,20.0,280.0,200.0,-2.9241018
34365,20.0,280.0,220.0,-3.0852082
34365,20.0,280.0,240.0,-2.878132
34365,20.0,280.0,260.0,-3.228118
34365,20.0,280.0,280.0,-3.4619875
34365,20.0,280.0,300.0,-3.101665
34365,20.0,280.0,320.0,-2.6643631
34365,20.0,280.0,340.0,-2.6273844
34365,20.0,300.0,0.0,-2.6826947
34365,20.0,300.0,20.0,-2.886297
34365,20.0,300.0,40.0,-2.977896
34365,20.0,300.0,60.0,-3.213052
34365,20.0,300.0,80.0,-3.1024117
34365,20.0,300.0,100.0,-3.1631813
34365,20.0,300.0,120.0,-3.298886
34365,20.0,300.0,140.0,-3.1225872
34365,20.0,300.0,160.0,-3.1559107
34365,20.0,300.0,180.0,-3.1782255
34365,20.0,300.0,200.0,-2.9160795
34365,20.0,300.0,220.0,-2.711245
34365,20.0,300.0,240.0,-2.6111176
34365,20.0,300.0,260.0,-3.152733
34365,20.0,300.0,280.0,-3.1684318
34365,20.0,300.0,300.0,-3.3440785
34365,20.0,300.0,320.0,-2.6874423
34365,20.0,300.0,340.0,-2.6592128
34365,20.0,320.0,0.0,-3.1047535
34365,20.0,320.0,20.0,-3.4546866
34365,20.0,320.0,40.0,-3.198414
34365,20.0,320.0,60.0,-3.298059
34365,20.0,320.0,80.0,-2.7730799
34365,20.0,320.0,100.0,-2.37596
34365,20.0,320.0,120.0,-3.2143757
34365,20.0,320.0,140.0,-3.3296828
34365,20.0,320.0,160.0,-3.3368554
34365,20.0,320.0,180.0,-3.4422956
34365,20.0,320.0,200.0,-3.1443427
34365,20.0,320.0,220.0,-3.0705757
34365,20.0,320.0,240.0,-3.0898883
34365,20.0,320.0,260.0,-2.8562498
34365,20.0,320.0,280.0,-2.8328755
34365,20.0,320.0,300.0,-3.0058846
34365,20.0,320.0,320.0,-3.1683776
34365,20.0,320.0,340.0,-2.5909927
34365,20.0,340.0,0.0,-3.1763837
34365,20.0,340.0,20.0,-3.24049
34365,20.0,340.0,40.0,-3.3230574
34365,20.0,340.0,60.0,-3.4075918
34365,20.0,340.0,80.0,-3.2277212
34365,20.0,340.0,100.0,-2.50659
34365,20.0,340.0,120.0,-3.1620157
34365,20.0,340.0,140.0,-3.6366575
34365,20.0,340.0,160.0,-3.2100084
34365,20.0,340.0,180.0,-3.421619
34365,20.0,340.0,200.0,-3.2041402
34365,20.0,340.0,220.0,-2.9414098
34365,20.0,340.0,240.0,-3.0674584
34365,20.0,340.0,260.0,-3.2282863
34365,20.0,340.0,280.0,-3.007702
34365,20.0,340.0,300.0,-2.788829
34365,20.0,340.0,320.0,-2.937631
34365,20.0,340.0,340.0,-2.7007287
22583,20.0,0.0,0.0,-2.7898493
22583,20.0,0.0,20.0,-2.7973719
22583,20.0,0.0,40.0,-2.7946272
22583,20.0,0.0,60.0,-3.017018
22583,20.0,0.0,80.0,-2.9760118
22583,20.0,0.0,100.0,-2.4795387
22583,20.0,0.0,120.0,-3.0278552
22583,20.0,0.0,140.0,-2.640014
22583,20.0,0.0,160.0,-2.7750223
22583,20.0,0.0,180.0,-2.9544885
22583,20.0,0.0,200.0,-3.0149922
22583,20.0,0.0,220.0,-2.8706715
22583,20.0,0.0,240.0,-2.9326928
22583,20.0,0.0,260.0,-3.4334426
22583,20.0,0.0,280.0,-3.315984
22583,20.0,0.0,300.0,-3.2751985
22583,20.0,0.0,320.0,-2.5933185
22583,20.0,0.0,340.0,-2.413858
22583,20.0,20.0,0.0,-3.0881906
22583,20.0,20.0,20.0,-3.356445
22583,20.0,20.0,40.0,-2.900831
22583,20.0,20.0,60.0,-2.9208436
22583,20.0,20.0,80.0,-3.015542
22583,20.0,20.0,100.0,-2.534669
22583,20.0,20.0,120.0,-3.549634
22583,20.0,20.0,140.0,-2.6980386
22583,20.0,20.0,160.0,-2.847075
22583,20.0,20.0,180.0,-3.0612066
22583,20.0,20.0,200.0,-3.0227919
22583,20.0,20.0,220.0,-3.031566
22583,20.0,20.0,240.0,-3.016145
22583,20.0,20.0,260.0,-3.2495952
22583,20.0,20.0,280.0,-3.3229709
22583,20.0,20.0,300.0,-3.506203
22583,20.0,20.0,320.0,-2.7248003
22583,20.0,20.0,340.0,-2.817059
22583,20.0,40.0,0.0,-2.836846
22583,20.0,40.0,20.0,-3.4635284
22583,20.0,40.0,40.0,-3.4859853
22583,20.0,40.0,60.0,-3.1576912
22583,20.0,40.0,80.0,-2.9950473
22583,20.0,40.0,100.0,-2.7774067
22583,20.0,40.0,120.0,-3.158081
22583,20.0,40.0,140.0,-3.1529171
22583,20.0,40.0,160.0,-3.7059617
22583,20.0,40.0,180.0,-3.4258947
22583,20.0,40.0,200.0,-3.0978794
22583,20.0,40.0,220.0,-3.0497582
22583,20.0,40.0,240.0,-2.925967
22583,20.0,40.0,260.0,-3.1276743
22583,20.0,40.0,280.0,-3.1060333
22583,20.0,40.0,300.0,-3.2460454
22583,20.0,40.0,320.0,-2.9878383
22583,20.0,40.0,340.0,-3.316726
22583,20.0,60.0,0.0,-2.9518292
22583,20.0,60.0,20.0,-3.1703753
22583,20.0,60.0,40.0,-3.3578918
22583,20.0,60.0,60.0,-3.3372903
22583,20.0,60.0,80.0,-3.2981086
22583,20.0,60.0,100.0,-3.0343182
22583,20.0,60.0,120.0,-3.1944242
22583,20.0,60.0,140.0,-3.2798831
22583,20.0,60.0,160.0,-3.2353137
22583,20.0,60.0,180.0,-3.5203304
22583,20.0,60.0,200.0,-3.2291474
22583,20.0,60.0,220.0,-3.130176
22583,20.0,60.0,240.0,-3.1498876
22583,20.0,60.0,260.0,-2.9719644
22583,20.0,60.0,280.0,-3.1066678
22583,20.0,60.0,300.0,-3.0523589
22583,20.0,60.0,320.0,-3.056756
22583,20.0,60.0,340.0,-3.0478904
22583,20.0,80.0,0.0,-2.495391
22583,20.0,80.0,20.0,-2.6346035
22583,20.0,80.0,40.0,-2.784022
22583,20.0,80.0,60.0,-2.9694917
22583,20.0,80.0,80.0,-3.1169004
22583,20.0,80.0,100.0,-2.7834253
22583,20.0,80.0,120.0,-3.1846821
22583,20.0,80.0,140.0,-2.9553146
