
X-Axis: Magnitude
Y-Axis: Annual Rate
Number of Data Sets: 3


DATASET #1

     Name: RSQSim 4860 Incremental
   Points: 30
     Info: null

Data[x,y]:
6.05	  0.0
6.15	  0.0
6.25	  0.0
6.35	  0.0
6.45	  0.0
6.55	  0.04515723
6.65	  0.041079603
6.75	  0.03888914
6.85	  0.035114802
6.95	  0.034272317
7.05	  0.034306016
7.15	  0.027903127
7.25	  0.024802778
7.35	  0.027296536
7.45	  0.01533324
7.55	  0.0117948
7.65	  0.008188961
7.75	  0.0051897117
7.85	  0.00529081
7.95	  7.413874E-4
8.05	  0.0
8.15	  0.0
8.25	  0.0
8.35	  0.0
8.45	  0.0
8.55	  0.0
8.65	  0.0
8.75	  0.0
8.85	  0.0
8.95	  0.0



DATASET #2

     Name: Cumulative
   Points: 30
     Info: null

Data[x,y]:
6.0	  0.35536048
6.1	  0.35536048
6.2	  0.35536048
6.3	  0.35536048
6.4	  0.35536048
6.5	  0.35536048
6.6	  0.31020322
6.7	  0.2691236
6.8	  0.23023449
6.9	  0.19511968
7.0	  0.16084737
7.1	  0.12654135
7.2	  0.09863822
7.3	  0.07383545
7.4	  0.046538908
7.5	  0.031205669
7.6	  0.019410871
7.7	  0.011221909
7.8	  0.0060321977
7.9	  7.413874E-4
8.0	  0.0
8.1	  0.0
8.2	  0.0
8.3	  0.0
8.4	  0.0
8.5	  0.0
8.6	  0.0
8.7	  0.0
8.8	  0.0
8.9	  0.0



DATASET #3

     Name: G-R B=1
   Points: 100
     Info: minMag=6.0; maxMag=9.0; numMag=100; bValue=1.0; magLower=6.0; magUpper=9.0; totMoRate=3.5651814E20; totCumRate=5.267755

Data[x,y]:
6.0	  0.35536048
6.030303	  0.33141035
6.060606	  0.3090744
6.090909	  0.28824383
6.121212	  0.26881716
6.151515	  0.2506998
6.181818	  0.23380345
6.212121	  0.21804589
6.242424	  0.20335032
6.2727275	  0.18964519
6.3030305	  0.17686374
6.3333335	  0.16494371
6.3636365	  0.15382706
6.3939395	  0.14345963
6.4242425	  0.13379094
6.4545455	  0.124773875
6.4848485	  0.11636453
6.5151515	  0.10852195
6.5454545	  0.101207934
6.5757575	  0.09438686
6.6060605	  0.0880255
6.6363635	  0.082092874
6.6666665	  0.07656009
6.6969695	  0.071400195
6.7272725	  0.06658806
6.757576	  0.06210025
6.787879	  0.0579149
6.818182	  0.05401163
6.848485	  0.050371427
6.878788	  0.046976563
6.909091	  0.043810498
6.939394	  0.040857818
6.969697	  0.03810414
7.0	  0.035536047
7.030303	  0.033141036
7.060606	  0.03090744
7.090909	  0.028824383
7.121212	  0.026881715
7.151515	  0.025069978
7.181818	  0.023380345
7.212121	  0.021804588
7.242424	  0.020335032
7.2727275	  0.01896452
7.3030305	  0.017686374
7.3333335	  0.016494371
7.3636365	  0.015382706
7.3939395	  0.0143459635
7.4242425	  0.013379093
7.4545455	  0.012477388
7.4848485	  0.011636453
7.5151515	  0.010852195
7.5454545	  0.010120793
7.5757575	  0.009438686
7.6060605	  0.00880255
7.6363635	  0.008209287
7.6666665	  0.007656009
7.6969695	  0.00714002
7.7272725	  0.0066588065
7.757576	  0.006210025
7.787879	  0.00579149
7.818182	  0.005401163
7.848485	  0.005037143
7.878788	  0.0046976563
7.909091	  0.00438105
7.939394	  0.004085782
7.969697	  0.0038104139
8.0	  0.0035536047
8.030303	  0.0033141035
8.060606	  0.0030907441
8.090909	  0.0028824382
8.121212	  0.0026881716
8.151515	  0.002506998
8.181818	  0.0023380346
8.212121	  0.0021804587
8.242424	  0.0020335033
8.272727	  0.0018964519
8.30303	  0.0017686374
8.333333	  0.0016494371
8.363636	  0.0015382706
8.393939	  0.0014345964
8.424242	  0.0013379094
8.454545	  0.0012477387
8.484848	  0.0011636453
8.515152	  0.0010852196
8.545455	  0.0010120793
8.575758	  9.438686E-4
8.606061	  8.80255E-4
8.636364	  8.209288E-4
8.666667	  7.656009E-4
8.69697	  7.1400194E-4
8.727273	  6.658806E-4
8.757576	  6.210025E-4
8.787879	  5.79149E-4
8.818182	  5.401163E-4
8.848485	  5.0371425E-4
8.878788	  4.6976563E-4
8.909091	  4.38105E-4
8.939394	  4.0857817E-4
8.969697	  3.8104138E-4
9.0	  3.5536048E-4


