
X-Axis: Magnitude
Y-Axis: Number
Number of Data Sets: 2


DATASET #1

     Name: RSQSim 4860 10x Incremental
   Points: 30
     Info: null

Data[x,y]:
6.05	  0.0
6.15	  0.0
6.25	  0.0
6.35	  0.0
6.45	  0.0
6.55	  12608.0
6.65	  10905.0
6.75	  10445.0
6.85	  9343.0
6.95	  9277.0
7.05	  9186.0
7.15	  7473.0
7.25	  6820.0
7.35	  7186.0
7.45	  3982.0
7.55	  3379.0
7.65	  2190.0
7.75	  1395.0
7.85	  1410.0
7.95	  196.0
8.05	  8.0
8.15	  0.0
8.25	  0.0
8.35	  0.0
8.45	  0.0
8.55	  0.0
8.65	  0.0
8.75	  0.0
8.85	  0.0
8.95	  0.0



DATASET #2

     Name: Cumulative
   Points: 30
     Info: null

Data[x,y]:
6.0	  95803.0
6.1	  95803.0
6.2	  95803.0
6.3	  95803.0
6.4	  95803.0
6.5	  95803.0
6.6	  83195.0
6.7	  72290.0
6.8	  61845.0
6.9	  52502.0
7.0	  43225.0
7.1	  34039.0
7.2	  26566.0
7.3	  19746.0
7.4	  12560.0
7.5	  8578.0
7.6	  5199.0
7.7	  3009.0
7.8	  1614.0
7.9	  204.0
8.0	  8.0
8.1	  0.0
8.2	  0.0
8.3	  0.0
8.4	  0.0
8.5	  0.0
8.6	  0.0
8.7	  0.0
8.8	  0.0
8.9	  0.0


