Event ID,Magnitude,DistanceRup (km),DistanceJB (km),Annual Rate,RSQSim 4860 10x ln(3.0s RotD50),ASK2014 ln(3.0s Median RotD50),ASK2014 3.0s Standard Deviation
1640,7.2515006,17.438215,8.063384,3.7102993E-6,-2.7652605,-2.709907,0.7343024
1641,6.662383,114.96331,114.156044,3.7102993E-6,-5.550268,-5.0055413,0.7435822
1643,7.6258764,57.511684,57.511684,3.7102993E-6,-1.6822339,-3.1664267,0.7343024
1644,6.564144,95.319336,94.386894,3.7102993E-6,-4.808009,-4.9972963,0.7463475
1645,7.7002277,107.545525,107.545525,3.7102993E-6,-4.7544417,-3.5094187,0.7343024
1654,7.0308313,151.9657,151.9657,3.7102993E-6,-2.5705383,-4.6768937,0.7343024
1657,7.3488355,170.2045,170.2045,3.7102993E-6,-4.6918993,-4.3249497,0.7343024
1660,7.079184,77.61257,77.61257,3.7102993E-6,-3.5913694,-4.0123105,0.7343024
1662,7.2717032,154.48796,154.48796,3.7102993E-6,-4.355381,-4.3458343,0.7343024
1663,6.7135425,195.68906,195.68906,3.7102993E-6,-4.8766646,-5.4684677,0.7421536
1664,7.0303206,140.5151,139.75456,3.7102993E-6,-4.425754,-4.6031694,0.7343024
1667,6.693708,81.434166,79.81205,3.7102993E-6,-2.7778988,-4.614113,0.7427065
1673,6.96847,116.93316,116.93316,3.7102993E-6,-3.9815452,-4.521027,0.73515415
1674,7.01714,73.8958,72.11055,3.7102993E-6,-2.8636281,-4.0505824,0.7343024
1678,6.6400337,171.04675,171.04675,3.7102993E-6,-5.647806,-5.464008,0.74420875
1679,6.5296416,160.12025,160.12025,3.7102993E-6,-4.8244467,-5.6080384,0.74732554
1682,7.8833947,48.743656,48.743656,3.7102993E-6,-1.926704,-2.8239496,0.7343024
1683,7.0484567,50.51664,50.51664,3.7102993E-6,-3.66942,-3.7004209,0.7343024
1692,6.614577,84.48704,84.48704,3.7102993E-6,-3.9894564,-4.7878647,0.74492425
1695,7.0778155,165.02522,165.02522,3.7102993E-6,-3.5524826,-4.6867037,0.7343024
1699,7.6453605,137.92047,137.92047,3.7102993E-6,-3.4296722,-3.7585614,0.7343024
1701,7.103284,5.2704334,4.010096,3.7102993E-6,-1.6794398,-2.1308398,0.7343024
1702,7.263172,173.38268,173.38268,3.7102993E-6,-4.8301663,-4.463155,0.7343024
1710,7.155558,107.545525,107.545525,3.7102993E-6,-4.5761437,-4.187789,0.7343024
1711,6.6541367,140.0012,138.96274,3.7102993E-6,-4.6312885,-5.2226987,0.74381316
1715,6.9563184,56.685528,56.685528,3.7102993E-6,-2.7050269,-3.90494,0.7354832
1719,7.381381,156.9693,156.9693,3.7102993E-6,-4.240533,-4.20834,0.7343024
1721,7.300054,153.39696,153.39696,3.7102993E-6,-3.2255702,-4.300023,0.7343024
