Event ID,Magnitude,DistanceRup (km),DistanceJB (km),Annual Rate,RSQSim 4860 10x ln(3.0s RotD50),ASK2014 ln(3.0s Median RotD50),ASK2014 3.0s Standard Deviation
1640,7.2515006,15.962624,12.588538,3.7102993E-6,-3.032563,-2.9467065,0.7343024
1641,6.662383,76.0515,74.8256,3.7102993E-6,-4.74865,-4.9403615,0.7435822
1643,7.6258764,106.17079,106.17079,3.7102993E-6,-4.657664,-3.9233544,0.7343024
1644,6.564144,48.72879,46.87862,3.7102993E-6,-4.0669775,-4.689546,0.7463475
1645,7.7002277,69.97737,69.97737,3.7102993E-6,-4.252136,-3.5549557,0.7343024
1654,7.0308313,201.89543,201.89543,3.7102993E-6,-5.033571,-5.296323,0.7343024
1660,7.079184,30.73154,30.73154,3.7102993E-6,-2.7870824,-3.6192613,0.7343024
1664,7.0303206,114.610825,113.67709,3.7102993E-6,-4.306348,-4.7520165,0.7343024
1667,6.693708,134.52237,133.43852,3.7102993E-6,-4.4333305,-5.44362,0.7427065
1673,6.96847,171.98723,171.98723,3.7102993E-6,-5.5225616,-5.229063,0.73515415
1674,7.01714,126.31429,125.16165,3.7102993E-6,-4.7172318,-4.8594923,0.7343024
1678,6.6400337,213.97955,213.97955,3.7102993E-6,-5.863642,-6.0530105,0.74420875
1679,6.5296416,203.50029,203.50029,3.7102993E-6,-5.522728,-6.218227,0.74732554
1682,7.8833947,58.72801,58.72801,3.7102993E-6,-2.5416503,-3.2676983,0.7343024
1683,7.0484567,17.119875,17.119875,3.7102993E-6,-2.8606088,-3.2216043,0.7343024
1692,6.614577,81.722885,81.722885,3.7102993E-6,-4.6625557,-5.092353,0.74492425
1695,7.0778155,213.87859,213.87859,3.7102993E-6,-5.526558,-5.2830553,0.7343024
1699,7.6453605,91.47729,91.47729,3.7102993E-6,-2.5421765,-3.7948163,0.7343024
1701,7.103284,33.275196,33.139683,3.7102993E-6,-3.4865818,-3.6332366,0.7343024
1702,7.263172,120.96861,120.96861,3.7102993E-6,-4.5471854,-4.4809747,0.7343024
1710,7.155558,69.97737,69.97737,3.7102993E-6,-4.086686,-4.1691356,0.7343024
1711,6.6541367,194.67696,193.8784,3.7102993E-6,-5.732615,-5.916707,0.74381316
1715,6.9563184,105.9399,105.9399,3.7102993E-6,-4.9945393,-4.784432,0.7354832
1719,7.381381,212.30826,212.30826,3.7102993E-6,-5.235647,-4.8198905,0.7343024
1721,7.300054,190.64673,190.64673,3.7102993E-6,-4.564218,-4.835549,0.7343024
1723,7.3644114,99.26474,99.05803,3.7102993E-6,-4.5908794,-4.1886888,0.7343024
1724,6.6895924,103.795525,103.78468,3.7102993E-6,-4.940859,-5.179388,0.7428214
1725,6.6634345,125.46665,125.45769,3.7102993E-6,-4.6826873,-5.4168043,0.74355274
1727,6.525068,18.678175,12.190025,3.7102993E-6,-3.0398936,-3.8188467,0.7474554
1729,6.7490425,90.157906,89.12625,3.7102993E-6,-4.9734936,-4.950766,0.74116695
1730,6.8638473,177.97963,177.97963,3.7102993E-6,-4.9535193,-5.426893,0.73800254
1733,6.910798,99.10997,97.77192,3.7102993E-6,-4.6892567,-4.7875495,0.7367201
1737,7.4895644,135.23643,135.23643,3.7102993E-6,-4.7325315,-4.276554,0.7343024
1738,7.052927,185.18456,185.18456,3.7102993E-6,-4.791274,-5.1742945,0.7343024
1741,7.7072687,58.72801,58.72801,3.7102993E-6,-3.525761,-3.4355924,0.7343024
1742,6.6883893,95.83186,94.97165,3.7102993E-6,-5.4476514,-5.115789,0.74285495
1745,7.4220834,35.125763,34.765377,3.7102993E-6,-3.8819075,-3.3486853,0.7343024
1746,7.246689,27.884243,27.884243,3.7102993E-6,-2.3392432,-3.384464,0.7343024
1753,7.2643633,161.71765,161.71765,3.7102993E-6,-3.5327826,-4.7341814,0.7343024
1755,7.6725883,77.649,77.649,3.7102993E-6,-3.0608013,-3.6527476,0.7343024
1758,7.384034,103.795525,103.78468,3.7102993E-6,-4.0532565,-4.1906285,0.7343024
1760,7.2308145,29.992235,29.648764,3.7102993E-6,-3.61904,-3.4443614,0.7343024
1761,7.0818114,24.016214,17.467323,3.7102993E-6,-3.0671678,-3.426094,0.7343024
1762,7.1751103,126.167816,126.167816,3.7102993E-6,-4.317083,-4.636716,0.7343024
1763,6.8808284,171.98723,171.98723,3.7102993E-6,-5.4368095,-5.3646936,0.7375379
1775,7.654381,106.17079,106.17079,3.7102993E-6,-4.0311465,-3.8900352,0.7343024
1778,7.1184607,32.498432,32.498432,3.7102993E-6,-2.7804673,-3.62076,0.7343024
1779,7.5256453,58.72801,58.72801,3.7102993E-6,-3.027812,-3.6199033,0.7343024
1783,7.068112,126.8953,126.53165,3.7102993E-6,-4.926516,-4.7890863,0.7343024
1784,7.71335,122.642494,122.642494,3.7102993E-6,-3.7662156,-3.9250822,0.7343024
1788,7.15205,220.94264,220.94264,3.7102993E-6,-5.2952256,-5.2018747,0.7343024
1789,6.862458,246.68709,246.59862,3.7102993E-6,-4.804135,-5.7861123,0.73804057
1791,6.801984,205.50768,205.50768,3.7102993E-6,-5.7859726,-5.686304,0.7397027
1792,6.580851,77.649,77.649,3.7102993E-6,-4.7967954,-5.102172,0.7458752
1794,6.774109,81.873764,81.873764,3.7102993E-6,-4.7310543,-4.817669,0.74047256
1796,7.4529796,34.031887,32.52952,3.7102993E-6,-4.1119056,-3.2472498,0.7343024
1798,7.035862,23.977905,23.977905,3.7102993E-6,-2.9076016,-3.4773822,0.7343024
1799,6.557013,14.188015,12.190025,3.7102993E-6,-2.7695622,-3.6230807,0.7465493
1800,7.675045,69.97737,69.97737,3.7102993E-6,-3.6847882,-3.581102,0.7343024
1804,6.798581,107.149796,107.149796,3.7102993E-6,-4.542925,-5.027582,0.7397965
1805,6.6842012,202.70387,202.70387,3.7102993E-6,-5.0135107,-5.902646,0.74297196
1828,7.010625,169.22876,168.31856,3.7102993E-6,-4.6449857,-5.148712,0.7343024
1832,6.724034,76.1578,76.15675,3.7102993E-6,-4.541833,-4.8328404,0.7418616
1834,6.527376,18.678175,12.190025,3.7102993E-6,-2.1750169,-3.8186357,0.74738985
1838,7.06017,36.780205,32.596916,3.7102993E-6,-3.3710973,-3.773674,0.7343024
1842,7.8805203,58.72801,58.72801,3.7102993E-6,-3.044958,-3.2703526,0.7343024
1843,7.2329144,219.92606,219.92606,3.7102993E-6,-4.2103353,-5.0739727,0.7343024
1845,7.174379,139.51471,139.51471,3.7102993E-6,-3.852597,-4.7273035,0.7343024
1857,6.8865495,30.73154,30.73154,3.7102993E-6,-3.8925023,-3.8228312,0.7373816
1858,6.975784,58.794304,58.794304,3.7102993E-6,-3.8855562,-4.2480187,0.73495626
1861,7.160758,126.31429,125.16165,3.7102993E-6,-3.7076893,-4.657531,0.7343024
1862,7.015098,147.2736,147.2736,3.7102993E-6,-4.9166803,-5.0067735,0.7343024
1863,6.8116713,154.47841,154.06923,3.7102993E-6,-4.366327,-5.3649015,0.7394357
1864,6.7041335,19.352205,19.352205,3.7102993E-6,-2.719792,-3.679043,0.7424157
