Event ID,Magnitude,DistanceRup (km),DistanceJB (km),Annual Rate,RSQSim 4860 10x ln(3.0s RotD50),ASK2014 ln(3.0s Median RotD50),ASK2014 3.0s Standard Deviation
1640,7.2515006,6.664562,0.86716974,3.7102993E-6,-1.7621992,-2.0258212,0.7343024
1641,6.662383,117.678085,116.88957,3.7102993E-6,-4.663028,-4.9577675,0.7435822
1643,7.6258764,88.2107,88.2107,3.7102993E-6,-3.5603464,-3.3833327,0.7343024
1644,6.564144,91.97323,91.00651,3.7102993E-6,-4.321091,-4.890336,0.7463475
1645,7.7002277,111.21145,111.21145,3.7102993E-6,-4.215616,-3.4619858,0.7343024
1654,7.0308313,181.16493,181.16493,3.7102993E-6,-3.8654444,-4.7779856,0.7343024
1657,7.3488355,192.81404,192.81404,3.7102993E-6,-4.7144985,-4.367942,0.7343024
1660,7.079184,74.483154,74.483154,3.7102993E-6,-3.2640686,-3.9068723,0.7343024
1662,7.2717032,171.38109,171.38109,3.7102993E-6,-4.262091,-4.3689446,0.7343024
1664,7.0303206,151.37244,150.6667,3.7102993E-6,-4.5748444,-4.60263,0.7343024
1667,6.693708,108.89196,107.37387,3.7102993E-6,-4.1534805,-4.8231134,0.7427065
1673,6.96847,141.50458,141.50458,3.7102993E-6,-4.512575,-4.62933,0.73515415
1674,7.01714,102.03708,100.41641,3.7102993E-6,-4.383341,-4.258304,0.7343024
1678,6.6400337,169.32285,169.32285,3.7102993E-6,-5.374907,-5.381657,0.74420875
1679,6.5296416,158.84203,158.84203,3.7102993E-6,-4.7976356,-5.527888,0.74732554
1682,7.8833947,76.90406,76.90406,3.7102993E-6,-3.04026,-3.0205443,0.7343024
1683,7.0484567,51.671978,51.671978,3.7102993E-6,-3.0536838,-3.6472037,0.7343024
1692,6.614577,56.642147,56.642147,3.7102993E-6,-3.7334166,-4.337829,0.74492425
1695,7.0778155,194.60371,194.60371,3.7102993E-6,-4.3132753,-4.778285,0.7343024
1699,7.6453605,135.82635,135.82635,3.7102993E-6,-2.914231,-3.675548,0.7343024
1701,7.103284,18.982824,18.312498,3.7102993E-6,-2.0558567,-2.8171508,0.7343024
1702,7.263172,149.576,149.576,3.7102993E-6,-3.6488988,-4.257575,0.7343024
1710,7.155558,111.21145,111.21145,3.7102993E-6,-4.10087,-4.1453686,0.7343024
1711,6.6541367,164.57109,163.56163,3.7102993E-6,-5.1036735,-5.323279,0.74381316
1715,6.9563184,87.254,87.254,3.7102993E-6,-3.7785206,-4.2027235,0.7354832
1719,7.381381,180.21762,180.21762,3.7102993E-6,-4.7719145,-4.2596717,0.7343024
1721,7.300054,184.56148,184.56148,3.7102993E-6,-4.224146,-4.397112,0.7343024
1723,7.3644114,78.015076,77.75449,3.7102993E-6,-3.114928,-3.5950058,0.7343024
1724,6.6895924,139.11977,139.11168,3.7102993E-6,-4.43246,-5.0659595,0.7428214
1725,6.6634345,161.35342,161.34645,3.7102993E-6,-4.03152,-5.272007,0.74355274
1727,6.525068,42.287724,39.020016,3.7102993E-6,-3.8858356,-4.2137985,0.7474554
1729,6.7490425,133.78218,133.08911,3.7102993E-6,-5.2302938,-4.9271507,0.74116695
1730,6.8638473,162.7307,162.7307,3.7102993E-6,-4.4188094,-4.9264097,0.73800254
1733,6.910798,69.75893,68.45425,3.7102993E-6,-4.071519,-4.06768,0.7367201
1737,7.4895644,96.05279,96.05279,3.7102993E-6,-3.7034733,-3.6028469,0.7343024
1738,7.052927,154.39412,154.39412,3.7102993E-6,-4.2537174,-4.5882173,0.7343024
1741,7.7072687,76.90406,76.90406,3.7102993E-6,-3.2962894,-3.2014394,0.7343024
1742,6.6883893,75.57381,75.57381,3.7102993E-6,-4.255079,-4.4817686,0.74285495
1745,7.4220834,18.982824,18.312498,3.7102993E-6,-2.0065758,-2.5442088,0.7343024
1746,7.246689,6.042214,6.042214,3.7102993E-6,-1.7363254,-2.0547926,0.7343024
1755,7.6725883,120.706924,120.706924,3.7102993E-6,-3.4576118,-3.5538971,0.7343024
1758,7.384034,139.11977,139.11168,3.7102993E-6,-3.981715,-4.0213413,0.7343024
1760,7.2308145,27.984732,27.57185,3.7102993E-6,-2.4524117,-2.987575,0.7343024
1761,7.0818114,63.646416,60.617706,3.7102993E-6,-3.9110034,-3.7668865,0.7343024
1762,7.1751103,102.865875,102.865875,3.7102993E-6,-3.8948138,-4.0526404,0.7343024
1763,6.8808284,141.50458,141.50458,3.7102993E-6,-4.9065776,-4.760263,0.7375379
1765,6.7349815,171.38109,171.38109,3.7102993E-6,-5.6129375,-5.2108574,0.7415573
1773,6.5459867,202.90747,202.90747,3.7102993E-6,-4.845126,-5.7735453,0.74686176
1775,7.654381,88.2107,88.2107,3.7102993E-6,-3.6408968,-3.351463,0.7343024
1778,7.1184607,77.12194,77.12194,3.7102993E-6,-3.486073,-3.8859837,0.7343024
1779,7.5256453,76.90406,76.90406,3.7102993E-6,-3.6018715,-3.399157,0.7343024
1782,7.3452578,192.81404,192.81404,3.7102993E-6,-4.311377,-4.373071,0.7343024
1783,7.068112,83.95326,83.40258,3.7102993E-6,-4.0629373,-4.019114,0.7343024
1784,7.71335,147.65189,147.65189,3.7102993E-6,-4.001861,-3.6555247,0.7343024
1788,7.15205,194.4484,194.4484,3.7102993E-6,-4.4768567,-4.6649513,0.7343024
1789,6.862458,204.61293,204.5078,3.7102993E-6,-5.0178285,-5.1695356,0.73804057
1791,6.801984,173.5127,173.5127,3.7102993E-6,-4.77418,-5.0958796,0.7397027
1792,6.580851,120.706924,120.706924,3.7102993E-6,-4.8638515,-5.135477,0.7458752
1794,6.774109,47.84688,47.84688,3.7102993E-6,-3.3884826,-3.92983,0.74047256
1796,7.4529796,21.10957,18.590694,3.7102993E-6,-1.6384945,-2.5340867,0.7343024
1798,7.035862,7.9748116,7.9748116,3.7102993E-6,-1.8808371,-2.3294196,0.7343024
1799,6.557013,44.38318,42.541153,3.7102993E-6,-3.689638,-4.2069244,0.7465493
1800,7.675045,111.21145,111.21145,3.7102993E-6,-3.9601164,-3.4913318,0.7343024
1804,6.798581,90.32412,90.32412,3.7102993E-6,-4.1384373,-4.4586954,0.7397965
1805,6.6842012,178.36902,178.36902,3.7102993E-6,-4.1550403,-5.352416,0.74297196
1808,6.6020274,172.27164,171.5363,3.7102993E-6,-5.0593896,-5.47515,0.7452777
1828,7.010625,140.9425,139.76248,3.7102993E-6,-4.4029155,-4.5635185,0.7343024
1829,7.050134,180.73201,180.73201,3.7102993E-6,-4.7458553,-4.7462196,0.7343024
1832,6.724034,110.86007,110.859344,3.7102993E-6,-4.859376,-4.7826896,0.7418616
1834,6.527376,42.287724,39.020016,3.7102993E-6,-2.919956,-4.210082,0.74738985
1838,7.06017,72.02111,69.88763,3.7102993E-6,-4.145593,-3.901087,0.7343024
1842,7.8805203,76.90406,76.90406,3.7102993E-6,-3.4211872,-3.0234108,0.7343024
1845,7.174379,141.78564,141.78564,3.7102993E-6,-4.1249356,-4.333904,0.7343024
1846,7.33865,192.81404,192.81404,3.7102993E-6,-4.4794264,-4.3825555,0.7343024
1857,6.8865495,74.483154,74.483154,3.7102993E-6,-4.349987,-4.156874,0.7373816
1858,6.975784,29.671581,29.671581,3.7102993E-6,-2.7881703,-3.291722,0.73495626
1861,7.160758,102.03708,100.41641,3.7102993E-6,-3.982683,-4.064759,0.7343024
1862,7.015098,117.411865,117.411865,3.7102993E-6,-4.0663514,-4.3873415,0.7343024
1863,6.8116713,198.86719,198.61691,3.7102993E-6,-4.719336,-5.2234936,0.7394357
1864,6.7041335,44.985493,44.985493,3.7102993E-6,-3.3502603,-3.9852376,0.7424157
1865,6.592473,131.75343,131.66597,3.7102993E-6,-4.795779,-5.1663995,0.7455471
1870,6.735697,49.22492,46.26935,3.7102993E-6,-3.6760573,-3.9781291,0.7415374
1874,7.4575357,193.05148,193.05148,3.7102993E-6,-4.9928703,-4.3153133,0.7343024
1878,7.2412467,68.61422,68.61422,3.7102993E-6,-3.6186182,-3.642519,0.7343024
1879,7.595329,111.21145,111.21145,3.7102993E-6,-3.983087,-3.5856652,0.7343024
1880,7.306367,171.38109,171.38109,3.7102993E-6,-4.7294025,-4.3196793,0.7343024
1881,7.272312,147.55832,147.55832,3.7102993E-6,-3.6438549,-4.2328014,0.7343024
1888,6.9639807,68.90853,68.90853,3.7102993E-6,-3.8105905,-3.9883404,0.7352756
1890,7.5991592,88.2107,88.2107,3.7102993E-6,-3.7501817,-3.4134586,0.7343024
1893,7.384142,103.19165,103.186806,3.7102993E-6,-3.633888,-3.7828255,0.7343024
1895,7.010905,73.46283,70.85497,3.7102993E-6,-4.379233,-3.974359,0.7343024
1897,7.477841,169.3157,169.3157,3.7102993E-6,-3.6002107,-4.071576,0.7343024
1898,7.3342175,141.50458,141.50458,3.7102993E-6,-3.9125974,-4.1114435,0.7343024
1902,7.3610177,192.81404,192.81404,3.7102993E-6,-4.4077716,-4.3505096,0.7343024
1903,6.8772736,164.7806,164.7806,3.7102993E-6,-4.9001627,-4.9183455,0.7376351
1904,7.742911,76.90406,76.90406,3.7102993E-6,-3.3361998,-3.1639707,0.7343024
1910,7.3653555,119.265076,119.265076,3.7102993E-6,-4.3638706,-3.9268174,0.7343024
1916,7.329025,130.52544,130.52544,3.7102993E-6,-4.7307343,-4.0495653,0.7343024
1921,6.5196815,42.287724,39.020016,3.7102993E-6,-3.8923378,-4.2224793,0.74760854
1924,7.4527097,198.67876,198.67876,3.7102993E-6,-4.6660314,-4.2481856,0.7343024
1927,6.5393257,34.844795,34.530098,3.7102993E-6,-3.6952338,-4.0077133,0.74705064
1938,6.795941,87.254,87.254,3.7102993E-6,-4.1943707,-4.4311666,0.7398694
1939,6.8901978,86.73016,86.7244,3.7102993E-6,-4.1976857,-4.279345,0.7372819
1943,6.757699,161.35342,161.34645,3.7102993E-6,-3.8154209,-5.091616,0.7409269
1945,6.6797986,180.73201,180.73201,3.7102993E-6,-5.2013326,-5.375448,0.743095
1951,6.508278,159.79292,159.79292,3.7102993E-6,-6.088124,-5.5767355,0.7479329
1954,7.5726695,110.028114,109.843094,3.7102993E-6,-3.163552,-3.6048768,0.7343024
1955,7.83273,76.90406,76.90406,3.7102993E-6,-3.228255,-3.0714877,0.7343024
1958,7.384308,49.404186,49.404186,3.7102993E-6,-3.2193906,-3.2375267,0.7343024
1960,7.3432727,192.81404,192.81404,3.7102993E-6,-3.9098241,-4.3759184,0.7343024
1968,7.0930276,106.93076,106.93076,3.7102993E-6,-4.3551774,-4.19592,0.7343024
1978,7.556663,179.8304,179.8304,3.7102993E-6,-3.8075678,-4.0171413,0.7343024
1979,6.664321,166.18202,166.18202,3.7102993E-6,-4.63032,-5.314078,0.7435279
1989,6.8418946,171.38109,171.38109,3.7102993E-6,-5.560974,-5.0141416,0.7386045
1991,6.6773877,139.11977,139.11168,3.7102993E-6,-4.610613,-5.0898447,0.74316233
1995,7.0946646,88.2107,88.2107,3.7102993E-6,-3.8425963,-4.0284095,0.7343024
1998,7.5794053,95.72888,95.72888,3.7102993E-6,-4.364731,-3.4945884,0.7343024
2000,7.8888583,76.90406,76.90406,3.7102993E-6,-3.2406778,-3.0151029,0.7343024
2001,7.5619893,159.79292,159.79292,3.7102993E-6,-3.8722816,-3.9107676,0.7343024
2002,6.550276,147.65189,147.65189,3.7102993E-6,-5.049314,-5.407418,0.74674016
2009,6.6869435,46.01404,46.01404,3.7102993E-6,-3.5727458,-4.0322537,0.74289536
2012,7.140792,96.05279,96.05279,3.7102993E-6,-4.0197673,-4.0399375,0.7343024
2013,7.2390256,141.50458,141.50458,3.7102993E-6,-4.287205,-4.241802,0.7343024
2022,7.074132,51.671978,51.671978,3.7102993E-6,-3.3394578,-3.617143,0.7343024
2023,7.369619,192.81404,192.81404,3.7102993E-6,-3.7755291,-4.338232,0.7343024
2024,7.313737,74.483154,74.483154,3.7102993E-6,-3.32822,-3.6197033,0.7343024
2026,6.594157,42.287724,39.020016,3.7102993E-6,-3.6062245,-4.1033397,0.74549955
2027,7.389714,8.068103,8.068103,3.7102993E-6,-1.8859613,-2.108064,0.7343024
2029,7.0089264,90.32412,90.32412,3.7102993E-6,-4.2122326,-4.162224,0.7343024
2032,6.757671,68.61422,68.61422,3.7102993E-6,-3.512035,-4.275796,0.7409277
2034,7.6990013,110.86007,110.859344,3.7102993E-6,-3.5836315,-3.454735,0.7343024
2038,6.7602797,60.243053,60.243053,3.7102993E-6,-3.181647,-4.1544895,0.7408554
2044,7.33344,208.95581,208.95581,3.7102993E-6,-3.6441543,-4.4663935,0.7343024
